"year","site","ssh","st_dev"
1964,"Astoria",-0.0646666666666667,0.141394247879231
1964,"CrescentCity",-0.0793333333333333,0.027646579052992
1964,"FridayHarbor",-0.0803333333333333,0.0490136035538434
1964,"LaJolla",-0.0656666666666667,0.0225018517756502
1964,"LosAngeles",-0.0586666666666667,0.0246644143115812
1964,"NeahBay",-0.0866666666666667,0.0675746500792519
1964,"NewportBeach",-0.0823333333333333,0.0231156512634477
1964,"PortSanLuis",-0.046,0.0151327459504216
1964,"RinconIsland",-0.0633333333333333,0.0128970280814354
1964,"SanDiego",-0.073,0.0185202591774521
1964,"SanFrancisco",-0.056,0.021
1964,"SantaMonica",-0.0773333333333333,0.0187171935218219
1964,"Seattle",-0.0886666666666667,0.059810812846285
1965,"Alameda",0.023,0.085246700815926
1965,"Astoria",-0.00433333333333333,0.0425949918808929
1965,"CrescentCity",0.0136666666666667,0.107155650029914
1965,"FridayHarbor",-0.02,0.054561891462815
1965,"LaJolla",-0.00566666666666667,0.0550847831377535
1965,"LosAngeles",-0.005,0.0347706773014274
1965,"NeahBay",-0.002,0.0564269439186635
1965,"NewportBeach",0.00833333333333333,0.0382143079661706
1965,"PortSanLuis",-0.0466666666666667,0.014742229591664
1965,"RinconIsland",-0.032,0.0281602556806574
1965,"SanDiego",-0.014,0.0507148893324239
1965,"SanFrancisco",0.003,0.0677716754994297
1965,"SantaMonica",-0.00133333333333333,0.0479305052480498
1965,"Seattle",-0.0373333333333333,0.0823731347790852
1966,"Alameda",0.011,0.0324191301548947
1966,"Astoria",-0.097,0.0480416485978573
1966,"CrescentCity",-0.012,0.0147309198626562
1966,"FridayHarbor",-0.044,0.012
1966,"LaJolla",0.0463333333333333,0.0135030860670194
1966,"LosAngeles",0.0153333333333333,0.0173877351409933
1966,"NeahBay",-0.0706666666666667,0.00757187779440036
1966,"NewportBeach",0.0106666666666667,0.00901849950564579
1966,"PortSanLuis",0.0326666666666667,0.0256969518296107
1966,"RinconIsland",0.047,0.0150996688705415
1966,"SanDiego",0.021,0.006
1966,"SanFrancisco",0.024,0.0235159520326097
1966,"Seattle",-0.0463333333333333,0.0130128141972954
1967,"Alameda",0.0506666666666667,0.0275015151097777
1967,"Astoria",-0.0123333333333333,0.0921972523090213
1967,"CrescentCity",0.043,0.0385746030439718
1967,"FridayHarbor",0.0156666666666667,0.0447362641861536
1967,"LaJolla",0.0513333333333333,0.0352325606979302
1967,"LosAngeles",-0.023,0.0298663690461362
1967,"NeahBay",0.0313333333333333,0.0566244941110588
1967,"NewportBeach",-0.0193333333333333,0.0270061721340388
1967,"PortSanLuis",-0.01,0.0213775583264319
1967,"RinconIsland",-0.001,0.0376430604494374
1967,"SanDiego",-0.0393333333333333,0.0270985854489369
1967,"SanFrancisco",0.0356666666666667,0.01955334583475
1967,"Seattle",0.0116666666666667,0.0656226586883931
1967,"SouthBeachOR",0.045,0.0613921819126833
1968,"Alameda",-0.0313333333333333,0.0126622799421484
1968,"Astoria",-0.116333333333333,0.0839186113644246
1968,"CrescentCity",-0.0576666666666667,0.0560832714214616
1968,"FridayHarbor",-0.0273333333333333,0.0486038407261539
1968,"LaJolla",-0.00933333333333333,0.00907377172587747
1968,"LosAngeles",-0.0256666666666667,0.0345301800362137
1968,"NeahBay",-0.042,0.0684324484437025
1968,"NewportBeach",-0.0223333333333333,0.0145716619962629
1968,"PortSanLuis",0.006,NA
1968,"RinconIsland",0.00566666666666667,0.00611010092660779
1968,"SanDiego",-0.026,0.0228691932520585
1968,"SanFrancisco",-0.019,0.022113344387496
1968,"Seattle",-0.03,0.0439203825119955
1968,"SouthBeachOR",-0.0353333333333333,0.0889512975359738
1969,"Alameda",0.0463333333333333,0.000577350269189626
1969,"Astoria",0.091,0.049152822909778
1969,"CrescentCity",0.03,0.0205182845286832
1969,"FridayHarbor",0.0573333333333333,0.0408084958474744
1969,"LaJolla",0.003,0.0150996688705415
1969,"LosAngeles",-0.000666666666666667,0.0262741951985847
1969,"NeahBay",0.0893333333333333,0.0553383531859535
1969,"NewportBeach",0.000666666666666666,0.015502687938978
1969,"PortSanLuis",0.162666666666667,0.0221885856541902
1969,"RinconIsland",0.059,0.0199749843554382
1969,"SanDiego",-0.00966666666666667,0.01955334583475
1969,"SanFrancisco",0.00933333333333333,0.0144337567297406
1969,"Seattle",0.0923333333333333,0.0378065250100209
1969,"SouthBeachOR",0.0826666666666667,0.0357957166897568
1970,"Alameda",-0.0633333333333333,0.0296704117486316
1970,"Astoria",-0.119666666666667,0.0430387422368885
1970,"Charleston",-0.0546666666666667,0.0630105811220095
1970,"CrescentCity",-0.0656666666666667,0.0775263396100534
1970,"FridayHarbor",-0.0746666666666667,0.0399291038383449
1970,"Garibaldi",-0.013,NA
1970,"LaJolla",-0.01,0.00346410161513775
1970,"LosAngeles",-0.0376666666666667,0.0102143689640297
1970,"NeahBay",-0.0906666666666667,0.0480867272054705
1970,"NewportBeach",-0.027,0.0157162336455017
1970,"PortSanLuis",-0.0643333333333333,0.0140118997046558
1970,"RinconIsland",0.00266666666666667,0.00503322295684717
1970,"SanDiego",-0.0516666666666667,0.0089628864398325
1970,"SanFrancisco",-0.051,0.0294448637286709
1970,"Seattle",-0.0473333333333333,0.0342685472895093
1970,"SouthBeachOR",-0.0643333333333333,0.0475219247646108
1971,"Alameda",-0.041,0.010816653826392
1971,"Astoria",0.0653333333333333,0.0296872587709498
1971,"Charleston",0.0173333333333333,0.0271538824725551
1971,"CrescentCity",-0.0373333333333333,0.0326241219549789
1971,"FridayHarbor",-0.00133333333333333,0.0145028732785381
1971,"Garibaldi",0.0613333333333333,0.0219393102292058
1971,"LaJolla",-0.0213333333333333,0.0145716619962629
1971,"LosAngeles",-0.0133333333333333,0.0241315837303177
1971,"NeahBay",0.015,0.0305122926047847
1971,"NewportBeach",-0.019,0.0147309198626562
1971,"RinconIsland",0.00933333333333333,0.0119303534454489
1971,"SanDiego",-0.034,0.001
1971,"SanFrancisco",-0.049,0.0153948043183407
1971,"Seattle",0.006,0.023895606290697
1971,"SouthBeachOR",0.0346666666666667,0.0300222139978605
1972,"Alameda",-0.0153333333333333,0.0241108550933668
1972,"Astoria",0.0936666666666667,0.0386824680357049
1972,"Charleston",0.0336666666666667,0.0245831920899897
1972,"CrescentCity",0.0396666666666667,0.04366157731156
1972,"FridayHarbor",0.0403333333333333,0.0316596483450675
1972,"Garibaldi",0.0403333333333333,0.0380306893617948
1972,"LaJolla",0.0183333333333333,0.0247857485933617
1972,"LosAngeles",-0.0133333333333333,0.0180092568789868
1972,"NeahBay",0.0223333333333333,0.0460579345317757
1972,"NewportBeach",0.0166666666666667,0.0203059925473574
1972,"PortSanLuis",0.019,0.0219317121994613
1972,"PortTownsend",0.056,0.037
1972,"RinconIsland",0.0426666666666667,0.0174737898961082
1972,"SanDiego",0.0156666666666667,0.0336501609703926
1972,"SanFrancisco",0.00266666666666667,0.0273007936392577
1972,"Seattle",0.0366666666666667,0.0266895734947813
1972,"SouthBeachOR",0.025,0.0266645832519468
1973,"Alameda",-0.0346666666666667,0.0361432335760559
1973,"Astoria",-0.176333333333333,0.032316146634977
1973,"Charleston",-0.0663333333333333,0.0638853139096407
1973,"CherryPoint",-0.071,0.0631743618883484
1973,"CrescentCity",-0.0653333333333333,0.0481283007526064
1973,"FridayHarbor",-0.0786666666666667,0.0602854321816916
1973,"Garibaldi",-0.043,0.0650230728280354
1973,"LaJolla",-0.0363333333333333,0.0113724814061547
1973,"LosAngeles",-0.0496666666666667,0.00513160143944688
1973,"NeahBay",-0.0876666666666667,0.0710656973042081
1973,"NewportBeach",-0.025,0.0190525588832576
1973,"PortSanLuis",-0.037,0.0220680764907139
1973,"PortTownsend",-0.084,0.0663400331624879
1973,"RinconIsland",-0.0316666666666667,0.0220302821891444
1973,"SanDiego",-0.044,0.00556776436283002
1973,"SanFrancisco",-0.044,0.0399499687108764
1973,"Seattle",-0.085,0.0527351874937408
1973,"SouthBeachOR",-0.0863333333333333,0.0752351868033391
1973,"TokePoint",-0.105,0.109219961545498
1974,"Alameda",0.023,0.0219317121994613
1974,"Astoria",0.0416666666666667,0.0431315816233689
1974,"Charleston",0.004,0.0345976877840124
1974,"CherryPoint",0.0186666666666667,0.0298719489376461
1974,"CrescentCity",-0.00666666666666667,0.0435009578438606
1974,"FridayHarbor",0.03,0.038742741255621
1974,"Garibaldi",0.02,0.0392810386828047
1974,"LaJolla",0.00933333333333333,0.0126622799421484
1974,"LosAngeles",0.004,0.00435889894354067
1974,"Monterey",0.0163333333333333,0.0133166562369588
1974,"NeahBay",0.0236666666666667,0.0417652167878168
1974,"NewportBeach",0.0166666666666667,0.0219393102292058
1974,"PortSanLuis",0.004,0.0298663690461362
1974,"PortTownsend",0.0303333333333333,0.0287112057101985
1974,"RinconIsland",0.0213333333333333,0.0170098010962308
1974,"SanDiego",0.0166666666666667,0.0166232768530556
1974,"SanFrancisco",0.008,0.0298161030317512
1974,"SantaBarbara",0.00666666666666667,0.00513160143944688
1974,"SantaMonica",0.00633333333333333,0.0196299091524473
1974,"Seattle",0.027,0.0361662826400502
1974,"SouthBeachOR",0.00966666666666667,0.0270616579930597
1974,"TokePoint",-0.011,NA
1975,"Alameda",-0.00933333333333333,0.0218250620464945
1975,"Astoria",-0.086,0.0190525588832577
1975,"Charleston",-0.045,0.00964365076099295
1975,"CherryPoint",-0.0613333333333333,0.0133166562369588
1975,"CrescentCity",-0.0646666666666667,0.0189032625050104
1975,"FridayHarbor",-0.0656666666666667,0.00665832811847939
1975,"Garibaldi",-0.0746666666666667,0.0184481254693623
1975,"LaJolla",-0.0413333333333333,0.0201080415091409
1975,"LosAngeles",-0.0406666666666667,0.0258134331953991
1975,"Monterey",-0.0153333333333333,0.0172433562085034
1975,"NeahBay",-0.09,0.013114877048604
1975,"NewportBeach",-0.044,0.014
1975,"PointReyes",-0.003,0.0226053091109146
1975,"PortSanLuis",-0.0356666666666667,0.0202566861389847
1975,"PortTownsend",-0.0543333333333333,0.0150443787951957
1975,"RedwoodCity",0.0366666666666667,0.0255408170059874
1975,"SanDiego",-0.0443333333333333,0.0254820198048219
1975,"SanFrancisco",-0.024,0.0400374824383352
1975,"SantaBarbara",-0.033,0.0247588368062799
1975,"SantaMonica",-0.037,0.0295465734053883
1975,"Seattle",-0.0573333333333333,0.0120968315410827
1975,"SouthBeachOR",-0.0743333333333333,0.00802080627701064
1975,"TokePoint",-0.0833333333333333,0.0254820198048219
1976,"Alameda",-0.0426666666666667,0.00950438495292217
1976,"Astoria",-0.018,0.0475078940808788
1976,"Charleston",-0.007,0.0187349939951952
1976,"CherryPoint",-0.023,0.00888819441731559
1976,"CrescentCity",-0.0293333333333333,0.0214553800556721
1976,"FridayHarbor",-0.00933333333333333,0.00907377172587747
1976,"Garibaldi",-0.0256666666666667,0.0198578280114753
1976,"LaJolla",0.00933333333333333,0.0193993127026019
1976,"LosAngeles",-0.004,0.017
1976,"Monterey",-0.00133333333333333,0.0100166528008778
1976,"NeahBay",-0.011,NA
1976,"NewportBeach",0.00233333333333333,0.0306648550189518
1976,"PointReyes",0.001,0.005
1976,"PortAngeles",-0.0166666666666667,0.0135769412362775
1976,"PortSanLuis",-0.0025,0.0205060966544099
1976,"PortTownsend",-0.0343333333333333,0.011060440015358
1976,"RinconIsland",0.0163333333333333,0.0174737898961082
1976,"SanDiego",0.0126666666666667,0.0162890556304942
1976,"SanFrancisco",-0.0346666666666667,0.00802080627701064
1976,"SantaBarbara",0.04,0.0190525588832576
1976,"SantaMonica",0.0133333333333333,0.0133166562369588
1976,"Seattle",-0.0106666666666667,0.0116761865920913
1976,"SouthBeachOR",-0.04,0.0233023603954621
1976,"TokePoint",-0.0155,0.0388908729652601
1977,"Alameda",-0.089,0.036
1977,"Astoria",-0.172666666666667,0.0928672888229937
1977,"Charleston",-0.041,0.0793032155716274
1977,"CherryPoint",-0.053,0.0740540343262945
1977,"CrescentCity",-0.051,0.0667008245826092
1977,"FridayHarbor",-0.053,0.0746391318277484
1977,"Garibaldi",-0.00266666666666667,0.150732655165805
1977,"LaJolla",-0.0496666666666667,0.0102632028788938
1977,"LosAngeles",-0.0446666666666667,0.00152752523165195
1977,"Monterey",-0.042,0.0252388589282479
1977,"NeahBay",-0.043,0.0800687204843439
1977,"NewportBeach",-0.0543333333333333,0.00750555349946513
1977,"PointReyes",-0.0413333333333333,0.0263122278291545
1977,"PortAngeles",-0.037,0.111216006042296
1977,"PortChicago",-0.128333333333333,0.0479617903474561
1977,"PortSanLuis",-0.048,0.00871779788708135
1977,"PortTownsend",-0.0453333333333333,0.0885456567728386
1977,"RinconIsland",-0.0245,0.00353553390593274
1977,"SanDiego",-0.047,0.00435889894354067
1977,"SanFrancisco",-0.0916666666666667,0.0365558932777375
1977,"SantaBarbara",-0.0146666666666667,0.0148436293854749
1977,"SantaMonica",-0.0503333333333333,0.00378593889720018
1977,"Seattle",-0.0626666666666667,0.0711641295410359
1977,"SouthBeachOR",-0.061,0.0934023554306849
1977,"TokePoint",-0.0506666666666667,0.107038933726627
1978,"Alameda",-0.00933333333333333,0.0911390878456293
1978,"ArenaCove",-0.046,0.00989949493661166
1978,"Astoria",-0.0393333333333333,0.0724177694584232
1978,"Charleston",0.003,0.0589236794506249
1978,"CherryPoint",-0.0116666666666667,0.046306946923041
1978,"CrescentCity",-0.00933333333333334,0.0964641556918078
1978,"FridayHarbor",-0.0103333333333333,0.0481802172404124
1978,"Garibaldi",-0.000999999999999999,0.0451774279923061
1978,"LaJolla",-0.0196666666666667,0.0187171935218219
1978,"LosAngeles",-0.033,0.0360138862107382
1978,"Monterey",-0.0133333333333333,0.0539104195247388
1978,"NeahBay",-0.011,0.0113137084989848
1978,"NewportBeach",-0.01,0.0353694783676548
1978,"NorthSpit",-0.047,0.00282842712474619
1978,"PointReyes",-0.021,0.0884759854423787
1978,"PortAngeles",-0.00266666666666667,0.045544849690534
1978,"PortChicago",-0.00933333333333333,0.0986120344244724
1978,"PortOrford",-0.00933333333333333,0.0642676694250953
1978,"PortSanLuis",-0.035,0.0399499687108764
1978,"PortTownsend",0.00433333333333333,0.0433628104870214
1978,"SanDiego",-0.0143333333333333,0.0205020324195757
1978,"SanFrancisco",-0.00533333333333333,0.0845004930952082
1978,"SantaBarbara",-0.0373333333333333,0.031134118476895
1978,"SantaMonica",-0.0323333333333333,0.0270061721340388
1978,"Seattle",0.00266666666666667,0.0446131520219468
1978,"SouthBeachOR",-0.0113333333333333,0.0545191097995311
1978,"TokePoint",0.0393333333333333,0.0609289203361863
1979,"Alameda",-0.0296666666666667,0.0106926766215636
1979,"ArenaCove",-0.0146666666666667,0.0165025250593154
1979,"Astoria",-0.116333333333333,0.0956887314856527
1979,"Charleston",-0.0426666666666667,0.0444559707276012
1979,"CherryPoint",-0.048,0.0292061637330205
1979,"CrescentCity",-0.0593333333333333,0.0273191019862171
1979,"FridayHarbor",-0.0553333333333333,0.0332465537061112
1979,"Garibaldi",-0.085,0.0325269119345812
1979,"LaJolla",-0.0133333333333333,0.0136137185711081
1979,"LosAngeles",0.006,0.0165227116418583
1979,"Monterey",-0.0136666666666667,0.0158850034099251
1979,"NeahBay",-0.0443333333333333,0.0359212100761282
1979,"NewportBeach",-0.00433333333333333,0.00929157324317757
1979,"NorthSpit",-0.0363333333333333,0.0374477413649119
1979,"PointReyes",-0.0283333333333333,0.00602771377334171
1979,"PortAngeles",-0.0453333333333333,0.0228108161479008
1979,"PortChicago",-0.051,0.018
1979,"PortOrford",-0.0226666666666667,0.0353034464795342
1979,"PortSanLuis",-0.0156666666666667,0.0115902257671425
1979,"PortTownsend",-0.038,0.0292061637330205
1979,"RinconIsland",-0.023,0.0197989898732233
1979,"SanDiego",-0.0166666666666667,0.00802080627701064
1979,"SanFrancisco",-0.0366666666666667,0.0185831464863551
1979,"SantaBarbara",0.00533333333333333,0.0235442845152137
1979,"SantaMonica",-0.004,0.015
1979,"Seattle",-0.0486666666666667,0.029022979401387
1979,"SouthBeachOR",-0.0316666666666667,0.0571168393149808
1979,"TokePoint",-0.0743333333333333,0.0538918670425634
1980,"Alameda",-0.0163333333333333,0.0045092497528229
1980,"ArenaCove",-0.00733333333333333,0.0124230967690561
1980,"Astoria",-0.05,0.024576411454889
1980,"Charleston",0.006,0.0183303027798234
1980,"CherryPoint",-0.00666666666666667,0.00808290376865476
1980,"CrescentCity",-0.015,0.0105830052442584
1980,"FridayHarbor",-0.00766666666666667,0.0089628864398325
1980,"Garibaldi",-0.0163333333333333,0.0231804515342849
1980,"LaJolla",-2.89120579329468e-19,0.00781024967590665
1980,"LosAngeles",-0.00833333333333333,0.0150443787951957
1980,"Monterey",-0.00133333333333333,0.0100166528008778
1980,"NeahBay",0.002,0.0202237484161567
1980,"NewportBeach",-0.00233333333333333,0.022722969289539
1980,"NorthSpit",-0.03,0.006557438524302
1980,"PointReyes",-0.0263333333333333,0.00115470053837925
1980,"PortAngeles",0.00966666666666667,0.0120968315410827
1980,"PortChicago",-0.0193333333333333,0.00737111479583199
1980,"PortSanLuis",-0.0286666666666667,0.0144683562761405
1980,"PortTownsend",0.006,0.0115325625946708
1980,"RinconIsland",-0.0106666666666667,0.00680685928555405
1980,"SanDiego",-0.00133333333333333,0.0160727512683216
1980,"SanFrancisco",-0.0183333333333333,0.00305505046330389
1980,"SantaBarbara",0.00566666666666667,0.0180092568789868
1980,"SantaMonica",0.0356666666666667,0.0165630109984065
1980,"Seattle",-0.00733333333333333,0.010785793124909
1980,"SouthBeachOR",0.015,0.0238117617995813
1980,"TokePoint",0.0103333333333333,0.0229419557434264
1981,"Alameda",-0.0406666666666667,0.0217791949652262
1981,"ArenaCove",-0.0266666666666667,0.0240069434400411
1981,"Astoria",-0.0263333333333333,0.033291640592397
1981,"Charleston",-0.0326666666666667,0.0185562208796224
1981,"CherryPoint",-0.007,0.00818535277187245
1981,"CrescentCity",-0.0506666666666667,0.0170391705588427
1981,"FridayHarbor",-0.008,0.007
1981,"LaJolla",0.0306666666666667,0.0150443787951957
1981,"LosAngeles",0.00866666666666667,0.0126622799421484
1981,"Monterey",-0.0153333333333333,0.0130128141972954
1981,"NeahBay",0.00533333333333333,0.014047538337137
1981,"NewportBeach",0.031,0.013856406460551
1981,"NorthSpit",-0.0483333333333333,0.0277908857961263
1981,"PointReyes",-0.0293333333333333,0.0180092568789868
1981,"PortAngeles",-0.018,0.0117898261225516
1981,"PortChicago",-0.0233333333333333,0.0276827262626594
1981,"PortSanLuis",0.012,0.027495454169735
1981,"PortTownsend",-0.003,0.013076696830622
1981,"RinconIsland",0.032,0.0199749843554382
1981,"SanDiego",0.0306666666666667,0.0128582010146573
1981,"SanFrancisco",-0.0393333333333333,0.0173877351409933
1981,"SantaMonica",0.0603333333333333,0.0240901086202062
1981,"Seattle",-0.0136666666666667,0.0115470053837925
1981,"SouthBeachOR",-0.024,0.0208086520466848
1981,"TokePoint",0.0273333333333333,0.0102143689640297
1982,"Alameda",0.072,0.0319530906173409
1982,"ArenaCove",0.0563333333333333,0.021733231083604
1982,"Astoria",0.0166666666666667,0.0975106831754005
1982,"Charleston",0.022,0.0914111590562115
1982,"CherryPoint",0.0253333333333333,0.0682373309364701
1982,"CrescentCity",0.03,0.0696347614342147
1982,"FridayHarbor",0.0303333333333333,0.0688210239195359
1982,"LaJolla",-0.005,0.0287923600977759
1982,"LosAngeles",-0.0166666666666667,0.0312143129562919
1982,"Monterey",0.0406666666666667,0.00585946527708231
1982,"NeahBay",0.0236666666666667,0.0945110222848813
1982,"NewportBeach",0.00133333333333333,0.0297377425729213
1982,"NorthSpit",0.0343333333333333,0.0543721742560782
1982,"PointReyes",0.057,0.0127671453348037
1982,"PortAngeles",0.025,0.0783070878018076
1982,"PortChicago",0.125666666666667,0.0639557138442949
1982,"PortOrford",0.0153333333333333,0.0721757115194117
1982,"PortSanLuis",0.00566666666666667,0.0282193786843958
1982,"PortTownsend",0.031,0.0795047168412038
1982,"RinconIsland",0.00966666666666667,0.029365512652316
1982,"SanDiego",-0.003,0.031224989991992
1982,"SanFrancisco",0.0683333333333333,0.0265769323537035
1982,"SantaMonica",0.0126666666666667,0.0196553639837408
1982,"Seattle",0.0346666666666667,0.07305021104236
1982,"SouthBeachOR",-0.00233333333333333,0.0977667291737498
1982,"TokePoint",-0.003,0.0979642792042079
1983,"Alameda",0.146333333333333,0.0291947483861967
1983,"Astoria",0.0603333333333333,0.0359212100761282
1983,"Charleston",0.0403333333333333,0.0240069434400411
1983,"CherryPoint",0.0623333333333333,0.0211266025033211
1983,"CrescentCity",0.085,0.0304466746952767
1983,"FridayHarbor",0.063,0.0135277492584687
1983,"LaJolla",0.0843333333333333,0.0338575447032612
1983,"LosAngeles",0.069,0.0307896086366813
1983,"Monterey",0.109333333333333,0.0260832002126529
1983,"NeahBay",0.0723333333333333,0.00577350269189625
1983,"NewportBeach",0.0886666666666667,0.0324704994315353
1983,"NorthSpit",0.067,0.0238117617995813
1983,"PointReyes",0.121333333333333,0.0428991064398005
1983,"PortAngeles",0.0626666666666667,0.00585946527708232
1983,"PortChicago",0.2,0.0295127091267474
1983,"PortOrford",0.0603333333333333,0.0231588715902423
1983,"PortSanLuis",0.0836666666666667,0.0265769323537035
1983,"PortTownsend",0.0696666666666667,0.00635085296108588
1983,"RinconIsland",0.096,0.0356791255498226
1983,"SanDiego",0.0903333333333333,0.0257940561628708
1983,"SanFrancisco",0.145333333333333,0.0291604755333882
1983,"Seattle",0.0673333333333333,0.0119303534454489
1983,"SouthBeachOR",0.064,0.013856406460551
1983,"TokePoint",0.0593333333333333,0.0192959408512084
1984,"Alameda",-0.0316666666666667,0.0291604755333882
1984,"Astoria",0.0326666666666667,0.0265581123827228
1984,"Charleston",0.01,0.0199749843554382
1984,"CherryPoint",-0.00133333333333333,0.0170391705588427
1984,"CrescentCity",-0.0266666666666667,0.0177857620959388
1984,"FridayHarbor",0.018,0.0141774468787578
1984,"Hammond",0.0633333333333333,0.0160727512683216
1984,"LaJolla",0.044,0.0208806130178211
1984,"LosAngeles",0.0323333333333333,0.0185831464863551
1984,"Monterey",0.00933333333333333,0.0321299444962691
1984,"NeahBay",0.024,0.0363455636907725
1984,"NewportBeach",0.0496666666666667,0.0196299091524473
1984,"NorthSpit",-0.031,0.0101488915650922
1984,"PointReyes",-0.0236666666666667,0.0332615894589139
1984,"PortAngeles",0.0103333333333333,0.0132035348802256
1984,"PortChicago",-0.0356666666666667,0.0419563264995082
1984,"PortOrford",-0.048,0.0208806130178211
1984,"PortSanLuis",0.0163333333333333,0.0273007936392577
1984,"PortTownsend",0.0203333333333333,0.00814452781524708
1984,"RedwoodCity",-0.037,NA
1984,"RinconIsland",0.035,0.0293087017795057
1984,"SanDiego",0.0506666666666667,0.0187705443004014
1984,"SanFrancisco",-0.0253333333333333,0.0370720020140986
1984,"SantaMonica",-0.059,0.03278719262151
1984,"Seattle",0.0113333333333333,0.00901849950564579
1984,"SouthBeachOR",0.00766666666666667,0.0284487843911358
1984,"TokePoint",0.0263333333333333,0.0492172056636024
1985,"Alameda",-0.0296666666666667,0.0302709982216202
1985,"Astoria",-0.0776666666666667,0.0372066302335126
1985,"Charleston",-0.0256666666666667,0.0291947483861967
1985,"CherryPoint",-0.0246666666666667,0.0244404037064311
1985,"CrescentCity",-0.023,0.0346554469023269
1985,"FridayHarbor",-0.0226666666666667,0.0127017059221718
1985,"Hammond",-0.0126666666666667,0.0177857620959388
1985,"LaJolla",-0.011,0.0242487113059643
1985,"LosAngeles",-0.0226666666666667,0.0245424801789333
1985,"Monterey",-0.00166666666666667,0.0380043857118272
1985,"NeahBay",-0.025,0.0196977156035922
1985,"NewportBeach",-0.0123333333333333,0.0198578280114753
1985,"NorthSpit",-0.026,0.0450777106783386
1985,"PointReyes",-0.000333333333333332,0.0356978057215473
1985,"PortAngeles",-0.035,0.013
1985,"PortChicago",-0.0353333333333333,0.0398036849215413
1985,"PortOrford",-0.0533333333333333,0.0361155552820849
1985,"PortSanLuis",-0.00433333333333333,0.0268576494379782
1985,"PortTownsend",-0.0306666666666667,0.0132035348802256
1985,"RinconIsland",-0.00233333333333333,0.0181475434517549
1985,"SanDiego",-0.00866666666666667,0.022722969289539
1985,"SanFrancisco",-0.0323333333333333,0.0329595711946217
1985,"SantaMonica",0.00133333333333333,0.134838174614363
1985,"Seattle",-0.0293333333333333,0.0202319878739914
1985,"SouthBeachOR",-0.0286666666666667,0.039272551907577
1985,"TokePoint",-0.0386666666666667,0.00808290376865476
1986,"Alameda",-0.00133333333333333,0.0282901631902917
1986,"Astoria",-0.045,0.0180831413200251
1986,"Charleston",-0.0173333333333333,0.0447697814751573
1986,"CherryPoint",-0.00233333333333333,0.0389914520546919
1986,"CrescentCity",-0.0253333333333333,0.0273191019862171
1986,"FridayHarbor",-0.00333333333333333,0.0344431899413125
1986,"Hammond",0.031,0.0320780298646909
1986,"LaJolla",0.00133333333333333,0.0236924741918891
1986,"LosAngeles",-0.0203333333333333,0.0226789182575654
1986,"Monterey",-2.88555890697965e-19,0.0226495033058122
1986,"NeahBay",-0.00466666666666667,0.0538733081714251
1986,"NewportBeach",-0.0136666666666667,0.0179536440126603
1986,"NorthSpit",-0.014,0.0265141471671257
1986,"PointReyes",-0.00233333333333333,0.0187705443004015
1986,"PortAngeles",-0.0186666666666667,0.0366651514838454
1986,"PortChicago",0.001,0.0355949434611154
1986,"PortOrford",-0.0423333333333333,0.0550030302195555
1986,"PortSanLuis",-0.00933333333333333,0.0300222139978605
1986,"PortTownsend",-0.007,0.0355105618091294
1986,"RinconIsland",-0.0146666666666667,0.0156311654502578
1986,"SanDiego",-0.00833333333333333,0.0291433239925259
1986,"SanFrancisco",-0.00266666666666667,0.0262741951985847
1986,"SantaMonica",-0.023,0.021
1986,"Seattle",-0.005,0.0364965751817893
1986,"SouthBeachOR",-0.0203333333333333,0.0499633198790206
1986,"TokePoint",-0.00666666666666666,0.0558241285944826
1987,"Alameda",-0.003,0.0504678115237822
1987,"Astoria",-0.095,0.0745050333870135
1987,"Charleston",-0.016,0.0396610640301039
1987,"CherryPoint",0.00966666666666667,0.0470141822574139
1987,"CrescentCity",-0.0286666666666667,0.0479617903474561
1987,"FridayHarbor",0.006,0.046357307945997
1987,"Hammond",-0.00533333333333333,0.0518587826055851
1987,"LaJolla",0.0196666666666667,0.0377535870260474
1987,"LosAngeles",0.000666666666666666,0.0332315111503123
1987,"Monterey",0.0286666666666667,0.0502924779001128
1987,"NeahBay",-0.007,0.0435889894354067
1987,"NewportBeach",0.005,0.0407308237088326
1987,"NorthSpit",-0.00566666666666667,0.0390042732701602
1987,"PointReyes",0.026,0.0418688428309166
1987,"PortAngeles",-0.00566666666666667,0.0431315816233689
1987,"PortChicago",-0.0163333333333333,0.0459818804893116
1987,"PortOrford",-0.0243333333333333,0.0607810277416673
1987,"PortSanLuis",0.0106666666666667,0.0411865673895426
1987,"PortTownsend",0.013,0.0439658958739612
1987,"RinconIsland",0.00266666666666666,0.0511891915674914
1987,"SanDiego",0.0143333333333333,0.0349618840072061
1987,"SanFrancisco",-0.00666666666666667,0.0467047463683653
1987,"SantaMonica",0.0156666666666667,0.0384751001731423
1987,"Seattle",0.00466666666666667,0.0325781112609883
1987,"SouthBeachOR",-0.025,0.0471593044902064
1987,"TokePoint",-0.0223333333333333,0.0496923870762246
1988,"Alameda",-0.057,0.031
1988,"Astoria",-0.0573333333333333,0.0459601276470522
1988,"Charleston",-0.00133333333333333,0.0162583311976763
1988,"CherryPoint",0.005,0.0138924439894498
1988,"CrescentCity",-0.0306666666666667,0.0126622799421484
1988,"FridayHarbor",-0.00333333333333333,0.0185022521151706
1988,"Hammond",0.0133333333333333,0.0180092568789868
1988,"LaJolla",-0.013,0.0375099986670221
